"FID_","Month_","Day_","Year_","Longitude","Latitude","Date_","fgadkey","toppid","tagcode","seriesname","tagtype","positiontype","breedingst"
74453,10.000000,17.000000,2011.000000,-60.520000,44.000000,10/17/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74454,10.000000,18.000000,2011.000000,-61.780000,43.630000,10/18/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74455,10.000000,19.000000,2011.000000,-61.520000,44.170000,10/19/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74456,10.000000,20.000000,2011.000000,-61.620000,43.710000,10/20/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74457,10.000000,21.000000,2011.000000,-63.000000,43.830000,10/21/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74458,10.000000,22.000000,2011.000000,-61.460000,42.960000,10/22/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74459,10.000000,23.000000,2011.000000,-61.010000,43.960000,10/23/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74460,10.000000,24.000000,2011.000000,-62.640000,43.580000,10/24/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74461,10.000000,25.000000,2011.000000,-61.960000,44.710000,10/25/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74462,10.000000,27.000000,2011.000000,-59.920000,45.040000,10/27/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74463,10.000000,29.000000,2011.000000,-60.020000,45.540000,10/29/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74464,10.000000,30.000000,2011.000000,-60.160000,46.330000,10/30/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74465,10.000000,31.000000,2011.000000,-60.810000,46.830000,10/31/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74466,11.000000,3.000000,2011.000000,-59.950000,42.710000,11/3/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74467,11.000000,4.000000,2011.000000,-61.650000,42.880000,11/4/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74468,11.000000,5.000000,2011.000000,-62.130000,42.000000,11/5/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74469,11.000000,6.000000,2011.000000,-61.560000,42.750000,11/6/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74470,11.000000,11.000000,2011.000000,-62.430000,42.290000,11/11/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74471,11.000000,12.000000,2011.000000,-61.960000,42.500000,11/12/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74472,11.000000,15.000000,2011.000000,-62.750000,42.380000,11/15/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74473,11.000000,17.000000,2011.000000,-62.080000,42.580000,11/17/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74474,11.000000,18.000000,2011.000000,-62.370000,41.540000,11/18/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74475,11.000000,20.000000,2011.000000,-61.990000,43.000000,11/20/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74476,11.000000,24.000000,2011.000000,-64.870000,41.710000,11/24/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74477,11.000000,26.000000,2011.000000,-63.330000,42.540000,11/26/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74478,11.000000,27.000000,2011.000000,-65.130000,42.330000,11/27/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74479,12.000000,2.000000,2011.000000,-71.300000,39.380000,12/2/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74480,12.000000,3.000000,2011.000000,-70.800000,38.670000,12/3/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74481,12.000000,4.000000,2011.000000,-72.520000,37.830000,12/4/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74482,12.000000,5.000000,2011.000000,-72.160000,36.920000,12/5/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74483,12.000000,6.000000,2011.000000,-71.660000,37.210000,12/6/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74484,12.000000,10.000000,2011.000000,-74.930000,37.960000,12/10/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74485,12.000000,11.000000,2011.000000,-75.820000,37.250000,12/11/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74486,12.000000,12.000000,2011.000000,-75.200000,37.960000,12/12/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74487,12.000000,14.000000,2011.000000,-74.240000,37.920000,12/14/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74488,12.000000,15.000000,2011.000000,-75.150000,36.880000,12/15/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74489,12.000000,16.000000,2011.000000,-74.670000,36.670000,12/16/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74490,12.000000,17.000000,2011.000000,-74.990000,36.500000,12/17/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74491,12.000000,18.000000,2011.000000,-75.120000,36.750000,12/18/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74492,12.000000,19.000000,2011.000000,-75.030000,36.750000,12/19/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74493,12.000000,20.000000,2011.000000,-75.030000,37.000000,12/20/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74494,12.000000,21.000000,2011.000000,-73.600000,37.250000,12/21/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74495,12.000000,22.000000,2011.000000,-73.640000,37.500000,12/22/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74496,12.000000,23.000000,2011.000000,-75.200000,37.000000,12/23/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74497,12.000000,24.000000,2011.000000,-75.270000,36.750000,12/24/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74498,12.000000,27.000000,2011.000000,-74.340000,35.000000,12/27/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74499,12.000000,28.000000,2011.000000,-74.020000,36.250000,12/28/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
74500,12.000000,29.000000,2011.000000,-75.560000,35.500000,12/29/2011,511103400,5111034,PAM110P0588,Canada 2011,3,4,1
