"FID_","Month_","Day_","Year_","Longitude","Latitude","Date_","fgadkey","toppid","tagcode","seriesname","tagtype","positiontype","breedingst"
76287,12.000000,25.000000,2012.000000,-97.210000,27.040000,12/25/2012,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76288,12.000000,27.000000,2012.000000,-95.360000,26.000000,12/27/2012,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76289,12.000000,28.000000,2012.000000,-95.170000,25.750000,12/28/2012,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76290,12.000000,29.000000,2012.000000,-94.720000,25.500000,12/29/2012,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76291,12.000000,30.000000,2012.000000,-94.620000,25.250000,12/30/2012,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76292,12.000000,31.000000,2012.000000,-93.010000,25.210000,12/31/2012,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76293,1.000000,1.000000,2013.000000,-93.980000,25.250000,1/1/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76294,1.000000,2.000000,2013.000000,-93.570000,25.250000,1/2/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76295,1.000000,3.000000,2013.000000,-93.950000,25.250000,1/3/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76296,1.000000,4.000000,2013.000000,-93.680000,25.500000,1/4/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76297,1.000000,5.000000,2013.000000,-94.190000,25.250000,1/5/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76298,1.000000,6.000000,2013.000000,-94.350000,25.250000,1/6/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76299,1.000000,7.000000,2013.000000,-93.460000,25.000000,1/7/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76300,1.000000,8.000000,2013.000000,-94.390000,24.750000,1/8/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76301,1.000000,9.000000,2013.000000,-94.140000,24.500000,1/9/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76302,1.000000,11.000000,2013.000000,-94.210000,23.250000,1/11/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76303,1.000000,12.000000,2013.000000,-93.490000,23.250000,1/12/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76304,1.000000,13.000000,2013.000000,-94.540000,23.000000,1/13/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76305,1.000000,16.000000,2013.000000,-91.890000,24.630000,1/16/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76306,1.000000,17.000000,2013.000000,-93.220000,24.630000,1/17/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76307,1.000000,19.000000,2013.000000,-93.500000,24.790000,1/19/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76308,1.000000,21.000000,2013.000000,-93.120000,24.290000,1/21/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76309,1.000000,23.000000,2013.000000,-94.380000,24.250000,1/23/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76310,1.000000,24.000000,2013.000000,-94.620000,24.290000,1/24/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76311,1.000000,25.000000,2013.000000,-94.830000,24.380000,1/25/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76312,1.000000,27.000000,2013.000000,-93.150000,23.750000,1/27/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76313,1.000000,28.000000,2013.000000,-93.360000,23.750000,1/28/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76314,1.000000,29.000000,2013.000000,-94.310000,23.500000,1/29/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76315,1.000000,30.000000,2013.000000,-93.240000,23.500000,1/30/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76316,1.000000,31.000000,2013.000000,-92.460000,23.500000,1/31/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76317,2.000000,3.000000,2013.000000,-95.010000,25.080000,2/3/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76318,2.000000,4.000000,2013.000000,-94.990000,25.130000,2/4/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76319,2.000000,5.000000,2013.000000,-95.470000,25.250000,2/5/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76320,2.000000,6.000000,2013.000000,-95.010000,25.210000,2/6/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76321,2.000000,7.000000,2013.000000,-94.570000,25.250000,2/7/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76322,2.000000,8.000000,2013.000000,-95.500000,25.170000,2/8/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76323,2.000000,9.000000,2013.000000,-94.920000,25.080000,2/9/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76324,2.000000,10.000000,2013.000000,-94.410000,25.500000,2/10/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76325,2.000000,11.000000,2013.000000,-93.970000,25.250000,2/11/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76326,2.000000,12.000000,2013.000000,-94.520000,25.380000,2/12/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76327,2.000000,14.000000,2013.000000,-96.180000,26.380000,2/14/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76328,2.000000,16.000000,2013.000000,-93.860000,27.460000,2/16/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76329,2.000000,17.000000,2013.000000,-93.510000,27.540000,2/17/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76330,2.000000,18.000000,2013.000000,-93.550000,27.500000,2/18/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76331,2.000000,20.000000,2013.000000,-93.700000,27.500000,2/20/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76332,2.000000,21.000000,2013.000000,-94.810000,27.750000,2/21/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76333,2.000000,24.000000,2013.000000,-92.730000,27.250000,2/24/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76334,2.000000,25.000000,2013.000000,-91.930000,27.000000,2/25/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76335,2.000000,26.000000,2013.000000,-93.450000,27.040000,2/26/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76336,2.000000,27.000000,2013.000000,-93.740000,27.170000,2/27/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76337,2.000000,28.000000,2013.000000,-93.720000,27.130000,2/28/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76338,3.000000,1.000000,2013.000000,-93.830000,27.130000,3/1/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76339,3.000000,3.000000,2013.000000,-95.540000,27.420000,3/3/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76340,3.000000,4.000000,2013.000000,-95.710000,27.500000,3/4/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76341,3.000000,5.000000,2013.000000,-95.590000,27.500000,3/5/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76342,3.000000,6.000000,2013.000000,-97.020000,27.460000,3/6/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76343,3.000000,7.000000,2013.000000,-96.150000,27.540000,3/7/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76344,3.000000,12.000000,2013.000000,-96.340000,23.500000,3/12/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76345,3.000000,13.000000,2013.000000,-96.600000,23.250000,3/13/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76346,3.000000,16.000000,2013.000000,-96.950000,24.790000,3/16/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76347,3.000000,19.000000,2013.000000,-95.750000,25.170000,3/19/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76348,3.000000,20.000000,2013.000000,-94.580000,25.080000,3/20/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76349,3.000000,26.000000,2013.000000,-95.380000,27.880000,3/26/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76350,3.000000,28.000000,2013.000000,-91.790000,27.380000,3/28/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76351,3.000000,29.000000,2013.000000,-91.880000,27.460000,3/29/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76352,3.000000,30.000000,2013.000000,-93.970000,27.500000,3/30/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76353,3.000000,31.000000,2013.000000,-92.720000,27.580000,3/31/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76354,4.000000,1.000000,2013.000000,-93.260000,27.540000,4/1/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76355,4.000000,2.000000,2013.000000,-91.850000,27.420000,4/2/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76356,4.000000,4.000000,2013.000000,-91.060000,28.250000,4/4/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76357,4.000000,10.000000,2013.000000,-94.040000,28.130000,4/10/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76358,4.000000,11.000000,2013.000000,-94.620000,28.080000,4/11/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76359,4.000000,12.000000,2013.000000,-94.930000,28.000000,4/12/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76360,4.000000,13.000000,2013.000000,-94.970000,28.000000,4/13/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76361,4.000000,14.000000,2013.000000,-95.500000,27.920000,4/14/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76362,4.000000,17.000000,2013.000000,-91.080000,26.210000,4/17/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76363,4.000000,18.000000,2013.000000,-92.840000,26.000000,4/18/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76364,4.000000,19.000000,2013.000000,-91.090000,26.000000,4/19/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76365,4.000000,21.000000,2013.000000,-93.660000,26.000000,4/21/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76366,4.000000,23.000000,2013.000000,-90.410000,27.080000,4/23/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76367,4.000000,24.000000,2013.000000,-90.010000,27.210000,4/24/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76368,4.000000,27.000000,2013.000000,-93.430000,28.630000,4/27/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76369,4.000000,28.000000,2013.000000,-94.630000,28.500000,4/28/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76370,4.000000,29.000000,2013.000000,-94.790000,28.420000,4/29/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76371,4.000000,30.000000,2013.000000,-94.680000,28.290000,4/30/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76372,5.000000,1.000000,2013.000000,-94.270000,28.290000,5/1/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76373,5.000000,2.000000,2013.000000,-94.450000,28.210000,5/2/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76374,5.000000,3.000000,2013.000000,-94.120000,28.130000,5/3/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76375,5.000000,4.000000,2013.000000,-94.120000,28.210000,5/4/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76376,5.000000,5.000000,2013.000000,-94.380000,28.330000,5/5/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76377,5.000000,7.000000,2013.000000,-94.710000,27.790000,5/7/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76378,5.000000,8.000000,2013.000000,-94.990000,27.790000,5/8/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76379,5.000000,9.000000,2013.000000,-94.570000,27.920000,5/9/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76380,5.000000,10.000000,2013.000000,-93.720000,27.920000,5/10/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76381,5.000000,11.000000,2013.000000,-95.160000,27.960000,5/11/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76382,5.000000,12.000000,2013.000000,-95.050000,28.080000,5/12/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76383,5.000000,13.000000,2013.000000,-95.190000,28.170000,5/13/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76384,5.000000,14.000000,2013.000000,-94.510000,28.250000,5/14/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76385,5.000000,15.000000,2013.000000,-95.280000,28.250000,5/15/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76386,5.000000,16.000000,2013.000000,-94.490000,28.380000,5/16/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76387,5.000000,17.000000,2013.000000,-94.820000,28.250000,5/17/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76388,5.000000,18.000000,2013.000000,-94.500000,28.250000,5/18/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76389,5.000000,19.000000,2013.000000,-94.580000,28.000000,5/19/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76390,5.000000,20.000000,2013.000000,-94.490000,27.750000,5/20/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76391,5.000000,21.000000,2013.000000,-94.480000,27.500000,5/21/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76392,5.000000,22.000000,2013.000000,-94.620000,27.250000,5/22/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76393,5.000000,23.000000,2013.000000,-95.020000,27.250000,5/23/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76394,5.000000,24.000000,2013.000000,-94.480000,27.250000,5/24/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76395,5.000000,25.000000,2013.000000,-95.050000,27.330000,5/25/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76396,5.000000,26.000000,2013.000000,-94.300000,27.330000,5/26/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76397,5.000000,27.000000,2013.000000,-94.520000,27.420000,5/27/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76398,5.000000,28.000000,2013.000000,-94.330000,27.420000,5/28/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76399,5.000000,29.000000,2013.000000,-93.340000,27.500000,5/29/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76400,5.000000,30.000000,2013.000000,-94.440000,27.630000,5/30/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76401,5.000000,31.000000,2013.000000,-93.690000,27.580000,5/31/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76402,6.000000,1.000000,2013.000000,-93.760000,27.540000,6/1/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76403,6.000000,13.000000,2013.000000,-76.570000,34.210000,6/13/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76404,6.000000,14.000000,2013.000000,-74.640000,34.130000,6/14/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76405,6.000000,18.000000,2013.000000,-78.070000,31.000000,6/18/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76406,6.000000,19.000000,2013.000000,-76.910000,30.960000,6/19/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76407,6.000000,20.000000,2013.000000,-76.480000,30.880000,6/20/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76408,6.000000,21.000000,2013.000000,-76.200000,30.830000,6/21/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76409,6.000000,24.000000,2013.000000,-76.610000,29.750000,6/24/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76410,6.000000,25.000000,2013.000000,-74.480000,29.880000,6/25/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76411,6.000000,29.000000,2013.000000,-70.350000,31.790000,6/29/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76412,7.000000,1.000000,2013.000000,-72.800000,32.920000,7/1/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76413,7.000000,2.000000,2013.000000,-71.480000,33.000000,7/2/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76414,7.000000,3.000000,2013.000000,-72.520000,33.000000,7/3/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76415,7.000000,4.000000,2013.000000,-71.640000,33.040000,7/4/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76416,7.000000,6.000000,2013.000000,-69.330000,34.500000,7/6/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76417,7.000000,12.000000,2013.000000,-67.440000,39.750000,7/12/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76418,7.000000,13.000000,2013.000000,-66.930000,40.000000,7/13/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76419,7.000000,14.000000,2013.000000,-66.100000,40.250000,7/14/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76420,7.000000,16.000000,2013.000000,-61.210000,41.500000,7/16/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76421,7.000000,17.000000,2013.000000,-60.140000,41.750000,7/17/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76422,7.000000,19.000000,2013.000000,-61.630000,42.880000,7/19/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76423,7.000000,20.000000,2013.000000,-62.980000,42.960000,7/20/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76424,7.000000,21.000000,2013.000000,-60.340000,43.080000,7/21/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76425,7.000000,22.000000,2013.000000,-61.670000,43.210000,7/22/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76426,7.000000,23.000000,2013.000000,-60.840000,43.290000,7/23/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76427,7.000000,24.000000,2013.000000,-60.640000,43.380000,7/24/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76428,7.000000,25.000000,2013.000000,-62.340000,43.460000,7/25/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76429,7.000000,26.000000,2013.000000,-60.920000,43.540000,7/26/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76430,7.000000,27.000000,2013.000000,-62.120000,43.630000,7/27/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76431,7.000000,28.000000,2013.000000,-63.880000,43.500000,7/28/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76432,7.000000,29.000000,2013.000000,-63.730000,43.350000,7/29/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76433,7.000000,30.000000,2013.000000,-61.660000,43.200000,7/30/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
76434,7.000000,31.000000,2013.000000,-62.200000,43.100000,7/31/2013,511204100,5112041,PAM111P0763,Canada 2012,3,4,1
